Time (sec),Mach Number,Altitude (m),Altitude (ft)
40.98,2.447606798,25295.96433,82992.00894
40.99,2.447212173,25302.13799,83012.26375
41,2.44681756,25308.31166,83032.51856
41.01,2.446422957,25314.48532,83052.77336
41.02,2.446028367,25320.65899,83073.02817
41.03,2.445633787,25326.83265,83093.28298
41.04,2.445239219,25333.00632,83113.53779
41.05,2.444844663,25339.17998,83133.79259
41.06,2.444450118,25345.35365,83154.0474
41.07,2.444055584,25351.52731,83174.30221
41.08,2.443661062,25357.70098,83194.55702
41.09,2.443266551,25363.87464,83214.81182
41.1,2.442872052,25370.04831,83235.06663
41.11,2.442477564,25376.22197,83255.32144
41.12,2.442083088,25382.39564,83275.57625
41.13,2.441688623,25388.56931,83295.83105
41.14,2.441294169,25394.74297,83316.08586
41.15,2.440899727,25400.91664,83336.34067
41.16,2.440505297,25407.0903,83356.59548
41.17,2.440110877,25413.26397,83376.85028
41.18,2.43971647,25419.43763,83397.10509
41.19,2.439322073,25425.6113,83417.3599
41.2,2.438927688,25431.78496,83437.61471
41.21,2.438533315,25437.95863,83457.86951
41.22,2.438138953,25444.13229,83478.12432
41.23,2.437744602,25450.30596,83498.37913
41.24,2.437350263,25456.47962,83518.63394
41.25,2.436955936,25462.65329,83538.88874
41.26,2.436561619,25468.82695,83559.14355
41.27,2.436167314,25475.00062,83579.39836
41.28,2.435773021,25481.17428,83599.65316
41.29,2.435378739,25487.34795,83619.90797
41.3,2.434984468,25493.52162,83640.16278
41.31,2.434590209,25499.69528,83660.41759
41.32,2.434195962,25505.86895,83680.67239
41.33,2.433801725,25512.04261,83700.9272
41.34,2.4334075,25518.21628,83721.18201
41.35,2.433013287,25524.38994,83741.43682
41.36,2.432619085,25530.56361,83761.69162
41.37,2.432224894,25536.73727,83781.94643
41.38,2.431830715,25542.91094,83802.20124
41.39,2.431436548,25549.0846,83822.45605
41.4,2.431042391,25555.25827,83842.71085
41.41,2.430648246,25561.43193,83862.96566
41.42,2.430254113,25567.6056,83883.22047
41.43,2.429859991,25573.77926,83903.47528
41.44,2.42946588,25579.95293,83923.73008
41.45,2.429071781,25586.12659,83943.98489
41.46,2.428677693,25592.30026,83964.2397
41.47,2.428283617,25598.47393,83984.49451
41.48,2.427889552,25604.64759,84004.74931
41.49,2.427495498,25610.82126,84025.00412
41.5,2.427101456,25616.99492,84045.25893
41.51,2.426707425,25623.16859,84065.51374
41.52,2.426313406,25629.34225,84085.76854
41.53,2.425919398,25635.51592,84106.02335
41.54,2.425525401,25641.68958,84126.27816
41.55,2.425131416,25647.86325,84146.53297
41.56,2.424737443,25654.03691,84166.78777
41.57,2.42434348,25660.21058,84187.04258
41.58,2.423949529,25666.38424,84207.29739
41.59,2.42355559,25672.55791,84227.5522
41.6,2.423161662,25678.73157,84247.807
41.61,2.422767745,25684.90524,84268.06181
41.62,2.42237384,25691.0789,84288.31662
41.63,2.421979049,25697.41732,84309.11193
41.64,2.421573761,25705.68562,84336.23891
41.65,2.421168488,25713.95392,84363.36588
41.66,2.420763232,25722.22222,84390.49286
41.67,2.420357992,25730.49052,84417.61983
41.68,2.419952767,25738.75883,84444.7468
41.69,2.419547558,25747.02713,84471.87378
41.7,2.419142365,25755.29543,84499.00075
41.71,2.418737189,25763.56373,84526.12773
41.72,2.418332028,25771.83203,84553.2547
41.73,2.417926882,25780.10033,84580.38167
41.74,2.417521753,25788.36864,84607.50865
41.75,2.41711664,25796.63694,84634.63562
41.76,2.416711543,25804.90524,84661.7626
41.77,2.416306461,25813.17354,84688.88957
41.78,2.415901395,25821.44184,84716.01655
41.79,2.415496346,25829.71014,84743.14352
41.8,2.415091312,25837.97845,84770.27049
41.81,2.414686294,25846.24675,84797.39747
41.82,2.414281292,25854.51505,84824.52444
41.83,2.413876305,25862.78335,84851.65142
41.84,2.413471335,25871.05165,84878.77839
41.85,2.413066381,25879.31996,84905.90537
41.86,2.412661442,25887.58826,84933.03234
41.87,2.412256519,25895.85656,84960.15931
41.88,2.411851613,25904.12486,84987.28629
41.89,2.411446722,25912.39316,85014.41326
41.9,2.411041847,25920.66146,85041.54024
41.91,2.410636987,25928.92977,85068.66721
41.92,2.410232144,25937.19807,85095.79419
41.93,2.409827317,25945.46637,85122.92116
41.94,2.409422505,25953.73467,85150.04813
41.95,2.409017709,25962.00297,85177.17511
41.96,2.40861293,25970.27127,85204.30208
41.97,2.408208166,25978.53958,85231.42906
41.98,2.407803417,25986.80788,85258.55603
41.99,2.407398685,25995.07618,85285.683
42,2.406993969,26003.34448,85312.80998
42.01,2.406589268,26011.61278,85339.93695
42.02,2.406184584,26019.88109,85367.06393
42.03,2.405779915,26028.14939,85394.1909
42.04,2.405375262,26036.41769,85421.31788
42.05,2.404970625,26044.68599,85448.44485
42.06,2.404566003,26052.95429,85475.57182
42.07,2.404161398,26061.22259,85502.6988
42.08,2.403756808,26069.4909,85529.82577
42.09,2.403352235,26077.7592,85556.95275
42.1,2.402947677,26086.0275,85584.07972
42.11,2.402543135,26094.2958,85611.2067
42.12,2.402138609,26102.5641,85638.33367
42.13,2.401734098,26110.8324,85665.46064
42.14,2.401329604,26119.10071,85692.58762
42.15,2.400925125,26127.36901,85719.71459
42.16,2.400520662,26135.63731,85746.84157
42.17,2.400116215,26143.90561,85773.96854
42.18,2.399711784,26152.17391,85801.09552
42.19,2.399307369,26160.44221,85828.22249
42.2,2.398902969,26168.71052,85855.34946
42.21,2.398498586,26176.97882,85882.47644
42.22,2.398094218,26185.24712,85909.60341
42.23,2.397689866,26193.51542,85936.73039
42.24,2.39728553,26201.78372,85963.85736
42.25,2.396881209,26210.05203,85990.98433
42.26,2.396476905,26218.32033,86018.11131
42.27,2.396072616,26226.58863,86045.23828
42.28,2.395668343,26234.85693,86072.36526
42.29,2.395264086,26243.12523,86099.49223
42.3,2.394859845,26251.39353,86126.61921
42.31,2.39445562,26259.66184,86153.74618
42.32,2.39405141,26267.93014,86180.87315
42.33,2.393647216,26276.19844,86208.00013
42.34,2.393251602,26284.46674,86235.1271
42.35,2.392881169,26292.73504,86262.25408
42.36,2.392510751,26301.00334,86289.38105
42.37,2.392140347,26309.27165,86316.50803
42.38,2.391769958,26317.53995,86343.635
42.39,2.391399584,26325.80825,86370.76197
42.4,2.391029224,26334.07655,86397.88895
42.41,2.390658878,26342.34485,86425.01592
42.42,2.390288548,26350.61315,86452.1429
42.43,2.389918231,26358.88146,86479.26987
42.44,2.38954793,26367.14976,86506.39685
42.45,2.389177643,26375.41806,86533.52382
42.46,2.38880737,26383.68636,86560.65079
42.47,2.388437112,26391.95466,86587.77777
42.48,2.388066868,26400.22297,86614.90474
42.49,2.387696639,26408.49127,86642.03172
42.5,2.387326425,26416.75957,86669.15869
42.51,2.386956225,26425.02787,86696.28566
42.52,2.38658604,26433.29617,86723.41264
42.53,2.386215869,26441.56447,86750.53961
42.54,2.385845713,26449.83278,86777.66659
42.55,2.385475571,26458.10108,86804.79356
42.56,2.385105444,26466.36938,86831.92054
42.57,2.384735331,26474.63768,86859.04751
42.58,2.384365233,26482.90598,86886.17448
42.59,2.38399515,26491.17428,86913.30146
42.6,2.383625081,26499.44259,86940.42843
42.61,2.383255026,26507.71089,86967.55541
42.62,2.382884986,26515.97919,86994.68238
42.63,2.382514961,26524.24749,87021.80936
42.64,2.38214495,26532.51579,87048.93633
42.65,2.381774953,26540.7841,87076.0633
42.66,2.381404971,26549.0524,87103.19028
42.67,2.381035004,26557.3207,87130.31725
42.68,2.380665051,26565.589,87157.44423
42.69,2.380295113,26573.8573,87184.5712
42.7,2.379925189,26582.1256,87211.69818
42.71,2.37955528,26590.39391,87238.82515
42.72,2.379185385,26598.66221,87265.95212
42.73,2.378815505,26606.93051,87293.0791
42.74,2.378445639,26615.19881,87320.20607
42.75,2.378075788,26623.46711,87347.33305
42.76,2.377705951,26631.73541,87374.46002
42.77,2.377336129,26640.00372,87401.587
42.78,2.376966321,26648.27202,87428.71397
42.79,2.376596528,26656.54032,87455.84094
42.8,2.376226749,26664.80862,87482.96792
42.81,2.375856985,26673.07692,87510.09489
42.82,2.375487236,26681.34522,87537.22187
42.83,2.3751175,26689.61353,87564.34884
42.84,2.37474778,26697.88183,87591.47581
42.85,2.374378074,26706.15013,87618.60279
42.86,2.374008382,26714.41843,87645.72976
42.87,2.373638705,26722.68673,87672.85674
42.88,2.373269042,26730.95504,87699.98371
42.89,2.372899394,26739.22334,87727.11069
42.9,2.37252976,26747.49164,87754.23766
42.91,2.372160141,26755.75994,87781.36463
42.92,2.371790536,26764.02824,87808.49161
42.93,2.371420946,26772.29654,87835.61858
42.94,2.37105137,26780.56485,87862.74556
42.95,2.370681809,26788.83315,87889.87253
42.96,2.370312262,26797.10145,87916.99951
42.97,2.36994273,26805.36975,87944.12648
42.98,2.369573212,26813.63805,87971.25345
42.99,2.369203709,26821.90635,87998.38043
43,2.36883422,26830.17466,88025.5074
43.01,2.368464746,26838.44296,88052.63438
43.02,2.368095286,26846.71126,88079.76135
43.03,2.367725841,26854.97956,88106.88833
43.04,2.36735641,26863.24786,88134.0153
43.05,2.366986994,26871.51616,88161.14227
43.06,2.366617592,26879.78447,88188.26925
43.07,2.366248204,26888.05277,88215.39622
43.08,2.365878831,26896.32107,88242.5232
43.09,2.365509473,26904.58937,88269.65017
43.1,2.365140129,26912.85767,88296.77714
43.11,2.364770799,26921.12598,88323.90412
43.12,2.364401484,26929.39428,88351.03109
43.13,2.364032183,26937.66258,88378.15807
43.14,2.363662897,26945.93088,88405.28504
43.15,2.363293625,26954.19918,88432.41202
43.16,2.362924368,26962.46748,88459.53899
43.17,2.362555125,26970.73579,88486.66596
43.18,2.362185897,26979.00409,88513.79294
43.19,2.361816683,26987.27239,88540.91991
43.2,2.361447484,26995.54069,88568.04689
43.21,2.361078299,27003.80899,88595.17386
43.22,2.360709128,27012.07729,88622.30084
43.23,2.360339972,27020.3456,88649.42781
43.24,2.35997083,27028.6139,88676.55478
43.25,2.359601703,27036.8822,88703.68176
43.26,2.359232591,27045.1505,88730.80873
43.27,2.358863492,27053.4188,88757.93571
43.28,2.358494408,27061.68711,88785.06268
43.29,2.358125339,27069.95541,88812.18966
43.3,2.357756284,27078.22371,88839.31663
43.31,2.357387244,27086.49201,88866.4436
43.32,2.357018218,27094.76031,88893.57058
43.33,2.356649206,27103.02861,88920.69755
43.34,2.356280209,27111.29692,88947.82453
43.35,2.355911226,27119.56522,88974.9515
43.36,2.355542258,27127.83352,89002.07847
43.37,2.355173304,27136.10182,89029.20545
43.38,2.354804365,27144.37012,89056.33242
43.39,2.35443544,27152.63842,89083.4594
43.4,2.354066529,27160.90673,89110.58637
43.41,2.353697633,27169.17503,89137.71335
43.42,2.353328751,27177.44333,89164.84032
43.43,2.352959884,27185.71163,89191.96729
43.44,2.352591031,27193.97993,89219.09427
43.45,2.352222193,27202.24823,89246.22124
43.46,2.351853369,27210.51654,89273.34822
43.47,2.35148456,27218.78484,89300.47519
43.48,2.351115764,27227.05314,89327.60217
43.49,2.350746984,27235.32144,89354.72914
43.5,2.350378217,27243.58974,89381.85611
43.51,2.350009466,27251.85805,89408.98309
43.52,2.349640728,27260.12635,89436.11006
43.53,2.349272005,27268.39465,89463.23704
43.54,2.348903297,27276.66295,89490.36401
43.55,2.348534602,27284.93125,89517.49099
43.56,2.348165923,27293.19955,89544.61796
43.57,2.347797257,27301.46786,89571.74493
43.58,2.347428606,27309.73616,89598.87191
43.59,2.34705997,27318.00446,89625.99888
43.6,2.346691348,27326.27276,89653.12586
43.61,2.34632274,27334.54106,89680.25283
43.62,2.345954147,27342.80936,89707.3798
43.63,2.345585568,27351.07767,89734.50678
43.64,2.345217003,27359.34597,89761.63375
43.65,2.344848453,27367.61427,89788.76073
43.66,2.34448999,27373.95764,89809.5723
43.67,2.344133579,27379.91081,89829.10372
43.68,2.343777177,27385.86399,89848.63514
43.69,2.343420786,27391.81717,89868.16656
43.7,2.343064404,27397.77035,89887.69798
43.71,2.342708033,27403.72352,89907.22941
43.72,2.342351671,27409.6767,89926.76083
43.73,2.341995319,27415.62988,89946.29225
43.74,2.341638977,27421.58305,89965.82367
43.75,2.341282645,27427.53623,89985.35509
43.76,2.340926322,27433.48941,90004.88651
43.77,2.34057001,27439.44259,90024.41793
43.78,2.340213707,27445.39576,90043.94936
43.79,2.339857415,27451.34894,90063.48078
43.8,2.339501132,27457.30212,90083.0122
43.81,2.339144859,27463.2553,90102.54362
43.82,2.338788596,27469.20847,90122.07504
43.83,2.338432343,27475.16165,90141.60646
43.84,2.3380761,27481.11483,90161.13788
43.85,2.337719866,27487.068,90180.66931
43.86,2.337363643,27493.02118,90200.20073
43.87,2.337007429,27498.97436,90219.73215
43.88,2.336651225,27504.92754,90239.26357
43.89,2.336295031,27510.88071,90258.79499
43.9,2.335938847,27516.83389,90278.32641
43.91,2.335582673,27522.78707,90297.85783
43.92,2.335226509,27528.74025,90317.38926
43.93,2.334870355,27534.69342,90336.92068
43.94,2.33451421,27540.6466,90356.4521
43.95,2.334158075,27546.59978,90375.98352
43.96,2.333801951,27552.55295,90395.51494
43.97,2.333445836,27558.50613,90415.04636
43.98,2.333089731,27564.45931,90434.57778
43.99,2.332733635,27570.41249,90454.10921
44,2.33237755,27576.36566,90473.64063
44.01,2.332021475,27582.31884,90493.17205
44.02,2.331665409,27588.27202,90512.70347
44.03,2.331309353,27594.2252,90532.23489
44.04,2.330953307,27600.17837,90551.76631
44.05,2.330597271,27606.13155,90571.29773
44.06,2.330241245,27612.08473,90590.82916
44.07,2.329885229,27618.0379,90610.36058
44.08,2.329529222,27623.99108,90629.892
44.09,2.329173226,27629.94426,90649.42342
44.1,2.328817239,27635.89744,90668.95484
44.11,2.328461262,27641.85061,90688.48626
44.12,2.328105295,27647.80379,90708.01769
44.13,2.327749338,27653.75697,90727.54911
44.14,2.327393391,27659.71014,90747.08053
44.15,2.327037453,27665.66332,90766.61195
44.16,2.326681526,27671.6165,90786.14337
44.17,2.326325608,27677.56968,90805.67479
44.18,2.3259697,27683.52285,90825.20621
44.19,2.325613802,27689.47603,90844.73764
44.2,2.325257914,27695.42921,90864.26906
44.21,2.324902036,27701.38239,90883.80048
44.22,2.324546167,27707.33556,90903.3319
44.23,2.324190309,27713.28874,90922.86332
44.24,2.32383446,27719.24192,90942.39474
44.25,2.323478621,27725.19509,90961.92616
44.26,2.323122792,27731.14827,90981.45759
44.27,2.322766973,27737.10145,91000.98901
44.28,2.322411163,27743.05463,91020.52043
44.29,2.322055364,27749.0078,91040.05185
44.3,2.321699574,27754.96098,91059.58327
44.31,2.321343794,27760.91416,91079.11469
44.32,2.320988024,27766.86734,91098.64611
44.33,2.320632264,27772.82051,91118.17754
44.34,2.320276514,27778.77369,91137.70896
44.35,2.319920774,27784.72687,91157.24038
44.36,2.319565043,27790.68004,91176.7718
44.37,2.319209322,27796.63322,91196.30322
44.38,2.318853611,27802.5864,91215.83464
44.39,2.31849791,27808.53958,91235.36606
44.4,2.318142219,27814.49275,91254.89749
44.41,2.317786538,27820.44593,91274.42891
44.42,2.317430866,27826.39911,91293.96033
44.43,2.317075205,27832.35229,91313.49175
44.44,2.316719553,27838.30546,91333.02317
44.45,2.316363911,27844.25864,91352.55459
44.46,2.316008279,27850.21182,91372.08601
44.47,2.315652656,27856.16499,91391.61744
44.48,2.315297044,27862.11817,91411.14886
44.49,2.314941441,27868.07135,91430.68028
44.5,2.314585848,27874.02453,91450.2117
44.51,2.314230265,27879.9777,91469.74312
44.52,2.313874692,27885.93088,91489.27454
44.53,2.313519129,27891.88406,91508.80596
44.54,2.313163575,27897.83724,91528.33739
44.55,2.312808032,27903.79041,91547.86881
44.56,2.312452498,27909.74359,91567.40023
44.57,2.312096974,27915.69677,91586.93165
44.58,2.31174146,27921.64994,91606.46307
44.59,2.311385955,27927.60312,91625.99449
44.6,2.311030461,27933.5563,91645.52591
44.61,2.310674976,27939.50948,91665.05734
44.62,2.310319501,27945.46265,91684.58876
44.63,2.309964036,27951.41583,91704.12018
44.64,2.309608581,27957.36901,91723.6516
44.65,2.309253136,27963.32219,91743.18302
44.66,2.3088977,27969.27536,91762.71444
44.67,2.308542274,27975.22854,91782.24586
44.68,2.308186858,27981.18172,91801.77729
44.69,2.307831452,27987.13489,91821.30871
44.7,2.307476056,27993.08807,91840.84013
44.71,2.30712067,27999.04125,91860.37155
44.72,2.306765293,28004.99443,91879.90297
44.73,2.306409926,28010.9476,91899.43439
44.74,2.306054569,28016.90078,91918.96581
44.75,2.305699222,28022.85396,91938.49724
44.76,2.305343885,28028.80713,91958.02866
44.77,2.304988558,28034.76031,91977.56008
44.78,2.30463324,28040.71349,91997.0915
44.79,2.304277932,28046.66667,92016.62292
44.8,2.303922634,28052.61984,92036.15434
44.81,2.303567346,28058.57302,92055.68577
44.82,2.303212067,28064.5262,92075.21719
44.83,2.302856799,28070.47938,92094.74861
44.84,2.30250154,28076.43255,92114.28003
44.85,2.302146291,28082.38573,92133.81145
44.86,2.301791052,28088.33891,92153.34287
44.87,2.301435823,28094.29208,92172.87429
44.88,2.301080603,28100.24526,92192.40572
44.89,2.300725393,28106.19844,92211.93714
44.9,2.300370193,28112.15162,92231.46856
44.91,2.300015003,28118.10479,92250.99998
44.92,2.299659823,28124.05797,92270.5314
44.93,2.299304653,28130.01115,92290.06282
44.94,2.298949492,28135.96433,92309.59424
44.95,2.298594341,28141.9175,92329.12567
44.96,2.2982392,28147.87068,92348.65709
44.97,2.297884069,28153.82386,92368.18851
44.98,2.297528948,28159.77703,92387.71993
44.99,2.297173836,28165.73021,92407.25135
45,2.296818734,28171.68339,92426.78277
45.01,2.296463642,28177.63657,92446.31419
45.02,2.29610856,28183.58974,92465.84562
45.03,2.295753488,28189.54292,92485.37704
45.04,2.295398425,28195.4961,92504.90846
45.05,2.295043372,28201.44928,92524.43988
45.06,2.294688329,28207.40245,92543.9713
45.07,2.294333296,28213.35563,92563.50272
45.08,2.293978273,28219.30881,92583.03414
45.09,2.293623259,28225.26198,92602.56557
45.1,2.293268255,28231.21516,92622.09699
45.11,2.292913261,28237.16834,92641.62841
45.12,2.292558277,28243.12152,92661.15983
45.13,2.292203303,28249.07469,92680.69125
45.14,2.291848338,28255.02787,92700.22267
45.15,2.291493383,28260.98105,92719.75409
45.16,2.291138438,28266.93423,92739.28552
45.17,2.290783503,28272.8874,92758.81694
45.18,2.290428578,28278.84058,92778.34836
45.19,2.290073662,28284.79376,92797.87978
45.2,2.289718756,28290.74693,92817.4112
45.21,2.28936386,28296.70011,92836.94262
45.22,2.289008974,28302.65329,92856.47404
45.23,2.288651225,28308.60647,92876.00547
45.24,2.288286658,28314.55964,92895.53689
45.25,2.287922101,28320.51282,92915.06831
45.26,2.287557554,28326.466,92934.59973
45.27,2.287193018,28332.41918,92954.13115
45.28,2.286828491,28338.37235,92973.66257
45.29,2.286463975,28344.32553,92993.19399
45.3,2.286099468,28350.27871,93012.72542
45.31,2.285734971,28356.23188,93032.25684
45.32,2.285370485,28362.18506,93051.78826
45.33,2.285006009,28368.13824,93071.31968
45.34,2.284641542,28374.09142,93090.8511
45.35,2.284277086,28380.04459,93110.38252
45.36,2.28391264,28385.99777,93129.91394
45.37,2.283548203,28391.95095,93149.44537
45.38,2.283183777,28397.90412,93168.97679
45.39,2.282819361,28403.8573,93188.50821
45.4,2.282454955,28409.81048,93208.03963
45.41,2.282090559,28415.76366,93227.57105
45.42,2.281726173,28421.71683,93247.10247
45.43,2.281361797,28427.67001,93266.63389
45.44,2.280997431,28433.62319,93286.16532
